"fdc_id","data_type","description","food_category_id","publication_date"
"1751617","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751618","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751619","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751620","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751621","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751622","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751623","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751624","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751625","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751626","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751627","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751628","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751629","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751630","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751631","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751632","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751633","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751634","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751635","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751636","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751637","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751638","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751639","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751640","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751641","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751642","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751643","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751644","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751645","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751646","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751647","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751648","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751649","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751650","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751651","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751652","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751653","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751654","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751655","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751656","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751657","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751658","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751659","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751660","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751661","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751662","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751663","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751664","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751665","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751666","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751667","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751668","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751669","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751670","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751671","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751672","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751673","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751674","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751675","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751676","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751677","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751678","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751679","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751680","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751681","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751682","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751683","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751684","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751685","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751686","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751687","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751688","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751689","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751690","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751691","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751692","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751693","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751694","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751695","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751696","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751697","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751698","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751699","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751700","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751701","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751702","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751703","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751704","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751705","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751706","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751707","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751708","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751709","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751710","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751711","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751712","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751713","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751714","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751715","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751716","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751717","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751718","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751719","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751720","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751721","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751722","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751723","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751724","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751725","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751726","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751727","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751728","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751729","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751730","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751731","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751732","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751733","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751734","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751735","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751736","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751737","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751738","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751739","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751740","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751741","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751742","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751743","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751744","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751745","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751746","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751747","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751748","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751749","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751750","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751751","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751752","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751753","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751754","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751755","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751756","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751757","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751758","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751759","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751760","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751761","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751762","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751763","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751764","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751765","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751766","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751767","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751768","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751769","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751770","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751771","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751772","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751773","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751774","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751775","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751776","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751777","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751778","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751779","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751780","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751781","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751782","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751783","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751784","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751785","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751786","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751787","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751788","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751789","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751790","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751791","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751792","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751793","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751794","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751795","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751796","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751797","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751798","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751799","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751800","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751801","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751802","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751803","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751804","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751805","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751806","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751807","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751808","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751809","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751810","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751811","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751812","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751813","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751814","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751815","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751816","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751817","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751818","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751819","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751820","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751821","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751822","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751823","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751824","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751825","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751826","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751827","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751828","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751829","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751830","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751831","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751832","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751833","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751834","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751835","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751836","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751837","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751838","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751839","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751840","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751841","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751842","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751843","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751844","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751845","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751846","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751847","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751848","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751849","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751850","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751851","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751852","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751853","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751854","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751855","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751856","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751857","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751858","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751859","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751860","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751861","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751862","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751863","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751864","sub_sample_food","ALMOND MILK, UNSWEETENED, PLAIN, SHELF STABLE","14","2021-04-23"
"1751865","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751866","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751867","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751868","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751869","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751870","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
"1751871","sub_sample_food","SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE","16","2021-04-23"
