"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acqured"
"58644","","Total gram weight","","N","118.0","1",""
"58645","","Edible portion","","N","72.8","1",""
"58646","","Bone and cartilage","","Y","20.0","1",""
"58647","","Separable Lean","","N","72.8","1",""
"58648","","Handling loss","","N","3.2","1",""
"58649","","Skin and separable fat","","Y","18.4","1",""
"58650","","Total gram weight","","N","163.0","1",""
"58651","","Edible portion","","N","113.0","1",""
"58652","","Bone and cartilage","","Y","29.7","1",""
"58653","","Separable Lean","","N","113.0","1",""
"58654","","Handling loss","","N","1.7","1",""
"58655","","Skin and separable fat","","Y","9.8","1",""
"58656","","Total gram weight","","N","89.2","1",""
"58657","","Edible portion","","N","67.2","1",""
"58658","","Bone and cartilage","","Y","11.1","1",""
"58659","","Separable Lean","","N","67.2","1",""
"58660","","Handling loss","","N","1.1","1",""
"58661","","Skin and separable fat","","Y","22.1","1",""
"58662","","Total gram weight","","N","144.0","1",""
"58663","","Edible portion","","N","101.0","1",""
"58664","","Bone and cartilage","","Y","20.5","1",""
"58665","","Separable Lean","","N","101.0","1",""
"58666","","Handling loss","","N","0.8","1",""
"58667","","Skin and separable fat","","Y","24.6","1",""
"58668","","Total gram weight","","N","140.0","1",""
"58669","","Edible portion","","N","94.2","1",""
"58670","","Bone and cartilage","","Y","18.5","1",""
"58671","","Separable Lean","","N","94.2","1",""
"58672","","Handling loss","","N","2.3","1",""
"58673","","Skin and separable fat","","Y","22.0","1",""
"58674","","Total gram weight","","N","135.0","1",""
"58675","","Edible portion","","N","87.8","1",""
"58676","","Bone and cartilage","","Y","24.1","1",""
"58677","","Separable Lean","","N","87.8","1",""
"58678","","Handling loss","","N","1.3","1",""
"58679","","Skin and separable fat","","Y","14.2","1",""
"58680","","Total gram weight","","N","124.0","1",""
"58681","","Edible portion","","N","86.6","1",""
"58682","","Bone and cartilage","","Y","22.0","1",""
"58683","","Separable Lean","","N","86.6","1",""
"58684","","Handling loss","","N","1.2","1",""
"58685","","Skin and separable fat","","Y","12.7","1",""
"58686","","Total gram weight","","N","94.4","1",""
"58687","","Edible portion","","N","63.8","1",""
"58688","","Bone and cartilage","","Y","17.0","1",""
"58689","","Separable Lean","","N","63.8","1",""
"58690","","Handling loss","","N","0.9","1",""
"58691","","Skin and separable fat","","Y","16.9","1",""
"58692","","Total gram weight","","N","104.0","1",""
"58693","","Edible portion","","N","64.9","1",""
"58694","","Bone and cartilage","","Y","21.9","1",""
"58695","","Separable Lean","","N","64.9","1",""
"58696","","Handling loss","","N","0.6","1",""
"58697","","Skin and separable fat","","Y","32.2","1",""
"58698","","Total gram weight","","N","165.0","1",""
"58699","","Edible portion","","N","101.0","1",""
"58700","","Bone and cartilage","","Y","30.0","1",""
"58701","","Separable Lean","","N","101.0","1",""
"58702","","Handling loss","","N","1.4","1",""
"58703","","Skin and separable fat","","Y","35.9","1",""
"58704","","Total gram weight","","N","188.0","1",""
"58705","","Edible portion","","N","116.0","1",""
"58706","","Bone and cartilage","","Y","33.6","1",""
"58707","","Separable Lean","","N","116.0","1",""
"58708","","Handling loss","","N","1.8","1",""
"58709","","Skin and separable fat","","Y","14.8","1",""
"58710","","Total gram weight","","N","109.0","1",""
"58711","","Edible portion","","N","76.8","1",""
"58712","","Bone and cartilage","","Y","16.5","1",""
"58713","","Separable Lean","","N","76.8","1",""
"58714","","Handling loss","","N","1.2","1",""
"58715","","Skin and separable fat","","Y","8.2","1",""
"58716","","Total gram weight","","N","92.3","1",""
"58717","","Edible portion","","N","67.4","1",""
"58718","","Bone and cartilage","","Y","15.5","1",""
"58719","","Separable Lean","","N","67.4","1",""
"58720","","Handling loss","","N","1.2","1",""
"58721","","Skin and separable fat","","Y","17.7","1",""
"58722","","Total gram weight","","N","109.0","1",""
"58723","","Edible portion","","N","70.3","1",""
"58724","","Bone and cartilage","","Y","19.1","1",""
"58725","","Separable Lean","","N","70.3","1",""
"58726","","Handling loss","","N","1.5","1",""
"58727","","Skin and separable fat","","Y","24.3","1",""
"58728","","Total gram weight","","N","146.0","1",""
"58729","","Edible portion","","N","95.7","1",""
"58730","","Bone and cartilage","","Y","24.1","1",""
"58731","","Separable Lean","","N","95.7","1",""
"58732","","Handling loss","","N","1.7","1",""
"58733","","Skin and separable fat","","Y","16.4","1",""
"58734","","Total gram weight","","N","98.8","1",""
"58735","","Edible portion","","N","59.4","1",""
"58736","","Bone and cartilage","","Y","20.4","1",""
"58737","","Separable Lean","","N","59.4","1",""
"58738","","Handling loss","","N","2.6","1",""
"58739","","Skin and separable fat","","Y","19.2","1",""
"58740","","Total gram weight","","N","148.0","1",""
"58741","","Edible portion","","N","105.0","1",""
"58742","","Bone and cartilage","","Y","22.6","1",""
"58743","","Separable Lean","","N","105.0","1",""
"58744","","Handling loss","","N","2.0","1",""
"58745","","Bone and cartilage","","Y","38.3","1",""
"58746","","Total gram weight","","N","112.0","1",""
"58747","","Edible portion","","N","61.1","1",""
"58748","","Handling loss","","N","1.0","1",""
"58749","","Skin and separable fat","","Y","12.1","1",""
"58750","","Separable Lean","","N","61.1","1",""
"58751","","Bone and cartilage","","Y","34.3","1",""
"58752","","Total gram weight","","N","123.0","1",""
"58753","","Edible portion","","N","76.4","1",""
"58754","","Handling loss","","N","1.3","1",""
"58755","","Separable Lean","","N","76.4","1",""
"58756","","Skin and separable fat","","Y","11.2","1",""
"58757","","Bone and cartilage","","Y","32.1","1",""
"58758","","Total gram weight","","N","102.0","1",""
"58759","","Edible portion","","N","57.7","1",""
"58760","","Separable Lean","","N","57.7","1",""
"58761","","Handling loss","","N","1.1","1",""
"58762","","Skin and separable fat","","Y","11.2","1",""
"58763","","Bone and cartilage","","Y","25.0","1",""
"58764","","Total gram weight","","N","85.2","1",""
"58765","","Edible portion","","N","51.0","1",""
"58766","","Separable Lean","","N","51.0","1",""
"58767","","Handling loss","","N","1.6","1",""
"58768","","Skin and separable fat","","Y","7.6","1",""
"58769","","Bone and cartilage","","Y","25.9","1",""
"58770","","Total gram weight","","N","81.2","1",""
"58771","","Edible portion","","N","46.8","1",""
"58772","","Handling loss","","N","0.9","1",""
"58773","","Separable Lean","","N","46.8","1",""
"58774","","Skin and separable fat","","Y","7.6","1",""
"58775","","Bone and cartilage","","Y","38.9","1",""
"58776","","Total gram weight","","N","132.0","1",""
"58777","","Edible portion","","N","80.4","1",""
"58778","","Separable Lean","","N","80.4","1",""
"58779","","Handling loss","","N","1.6","1",""
"58780","","Skin and separable fat","","Y","11.1","1",""
"58781","","Bone and cartilage","","Y","32.5","1",""
"58782","","Total gram weight","","N","109.0","1",""
"58783","","Edible portion","","N","66.5","1",""
"58784","","Separable Lean","","N","66.5","1",""
"58785","","Handling loss","","N","1.4","1",""
"58786","","Skin and separable fat","","Y","8.2","1",""
"58787","","Bone and cartilage","","Y","26.1","1",""
"58788","","Total gram weight","","N","92.9","1",""
"58789","","Edible portion","","N","57.3","1",""
"58790","","Handling loss","","N","1.3","1",""
"58791","","Separable Lean","","N","57.3","1",""
"58792","","Skin and separable fat","","Y","8.2","1",""
"58793","","Bone and cartilage","","Y","25.5","1",""
"58794","","Total gram weight","","N","78.2","1",""
"58795","","Edible portion","","N","44.8","1",""
"58796","","Handling loss","","N","0.9","1",""
"58797","","Skin and separable fat","","Y","7.0","1",""
"58798","","Separable Lean","","N","44.8","1",""
"58799","","Bone and cartilage","","Y","42.3","1",""
"58800","","Total gram weight","","N","145.0","1",""
"58801","","Edible portion","","N","86.6","1",""
"58802","","Separable Lean","","N","86.6","1",""
"58803","","Handling loss","","N","2.0","1",""
"58804","","Skin and separable fat","","Y","14.0","1",""
"58805","","Handling loss","","N","4.6","1",""
"58806","","Skin and separable fat","","Y","64.4","1",""
"58807","","Bone and cartilage","","Y","24.9","1",""
"58808","","Edible portion","","N","127.0","1",""
"58809","","Total gram weight","","N","221.0","1",""
"58810","","Separable Lean","","N","127.0","1",""
"58811","","Handling loss","","N","1.6","1",""
"58812","","Skin and separable fat","","Y","29.9","1",""
"58813","","Bone and cartilage","","Y","36.9","1",""
"58814","","Edible portion","","N","79.3","1",""
"58815","","Total gram weight","","N","148.0","1",""
"58816","","Separable Lean","","N","79.3","1",""
"58817","","Handling loss","","N","2.9","1",""
"58818","","Skin and separable fat","","Y","66.6","1",""
"58819","","Bone and cartilage","","Y","27.3","1",""
"58820","","Edible portion","","N","122.0","1",""
"58821","","Total gram weight","","N","219.0","1",""
"58822","","Separable Lean","","N","122.0","1",""
"58823","","Handling loss","","N","3.2","1",""
"58824","","Skin and separable fat","","Y","36.4","1",""
"58825","","Bone and cartilage","","Y","27.9","1",""
"58826","","Edible portion","","N","82.9","1",""
"58827","","Total gram weight","","N","150.0","1",""
"58828","","Separable Lean","","N","82.9","1",""
"58829","","Handling loss","","N","6.3","1",""
"58830","","Skin and separable fat","","Y","52.7","1",""
"58831","","Bone and cartilage","","Y","35.5","1",""
"58832","","Edible portion","","N","127.0","1",""
"58833","","Total gram weight","","N","221.0","1",""
"58834","","Separable Lean","","N","127.0","1",""
"58835","","Handling loss","","N","0.4","1",""
"58836","","Skin and separable fat","","Y","40.0","1",""
"58837","","Bone and cartilage","","Y","30.3","1",""
"58838","","Edible portion","","N","98.6","1",""
"58839","","Total gram weight","","N","169.0","1",""
"58840","","Separable Lean","","N","98.6","1",""
"58841","","Handling loss","","N","2.3","1",""
"58842","","Skin and separable fat","","Y","33.0","1",""
"58843","","Bone and cartilage","","Y","28.5","1",""
"58844","","Edible portion","","N","70.0","1",""
"58845","","Total gram weight","","N","134.0","1",""
"58846","","Separable Lean","","N","70.0","1",""
"58847","","Handling loss","","N","8.6","1",""
"58848","","Skin and separable fat","","Y","58.2","1",""
"58849","","Bone and cartilage","","Y","34.7","1",""
"58850","","Edible portion","","N","124.0","1",""
"58851","","Total gram weight","","N","226.0","1",""
"58852","","Separable Lean","","N","124.0","1",""
"58853","","Handling loss","","N","4.0","1",""
"58854","","Skin and separable fat","","Y","26.1","1",""
"58855","","Bone and cartilage","","Y","30.5","1",""
"58856","","Edible portion","","N","80.7","1",""
"58857","","Total gram weight","","N","141.0","1",""
"58858","","Separable Lean","","N","80.7","1",""
"58859","","Handling loss","","N","3.2","1",""
"58860","","Skin and separable fat","","Y","33.4","1",""
"58861","","Bone and cartilage","","Y","25.6","1",""
"58862","","Edible portion","","N","122.0","1",""
"58863","","Total gram weight","","N","184.0","1",""
"58864","","Separable Lean","","N","122.0","1",""
"58865","","Skin and separable fat","","Y","25.0","1",""
"58866","","Total gram weight","","N","119.0","1",""
"58867","","Edible portion","","N","72.4","1",""
"58868","","Bone and cartilage","","Y","19.1","1",""
"58869","","Handling loss","","N","2.4","1",""
"58870","","Separable Lean","","N","72.4","1",""
"58871","","Skin and separable fat","","Y","26.6","1",""
"58872","","Total gram weight","","N","146.0","1",""
"58873","","Edible portion","","N","100.0","1",""
"58874","","Bone and cartilage","","Y","16.4","1",""
"58875","","Handling loss","","N","3.1","1",""
"58876","","Separable Lean","","N","100.0","1",""
"58877","","Skin and separable fat","","Y","22.3","1",""
"58878","","Total gram weight","","N","168.0","1",""
"58879","","Edible portion","","N","114.0","1",""
"58880","","Bone and cartilage","","Y","28.6","1",""
"58881","","Handling loss","","N","3.2","1",""
"58882","","Separable Lean","","N","114.0","1",""
"58883","","Skin and separable fat","","Y","13.7","1",""
"58884","","Total gram weight","","N","89.8","1",""
"58885","","Edible portion","","N","48.7","1",""
"58886","","Bone and cartilage","","Y","26.3","1",""
"58887","","Handling loss","","N","1.1","1",""
"58888","","Separable Lean","","N","48.7","1",""
"58889","","Skin and separable fat","","Y","30.4","1",""
"58890","","Total gram weight","","N","196.0","1",""
"58891","","Edible portion","","N","120.0","1",""
"58892","","Bone and cartilage","","Y","43.8","1",""
"58893","","Handling loss","","N","2.6","1",""
"58894","","Separable Lean","","N","120.0","1",""
"58895","","Skin and separable fat","","Y","16.7","1",""
"58896","","Total gram weight","","N","108.0","1",""
"58897","","Edible portion","","N","65.3","1",""
"58898","","Bone and cartilage","","Y","23.7","1",""
"58899","","Handling loss","","N","2.5","1",""
"58900","","Separable Lean","","N","65.3","1",""
"58901","","Skin and separable fat","","Y","16.8","1",""
"58902","","Total gram weight","","N","96.9","1",""
"58903","","Edible portion","","N","60.9","1",""
"58904","","Bone and cartilage","","Y","17.6","1",""
"58905","","Handling loss","","N","1.6","1",""
"58906","","Separable Lean","","N","60.9","1",""
"58907","","Skin and separable fat","","Y","21.9","1",""
"58908","","Total gram weight","","N","161.0","1",""
"58909","","Edible portion","","N","112.0","1",""
"58910","","Bone and cartilage","","Y","24.9","1",""
"58911","","Handling loss","","N","2.5","1",""
"58912","","Separable Lean","","N","112.0","1",""
"58913","","Skin and separable fat","","Y","11.2","1",""
"58914","","Total gram weight","","N","94.6","1",""
"58915","","Edible portion","","N","63.4","1",""
"58916","","Bone and cartilage","","Y","18.4","1",""
"58917","","Handling loss","","N","1.6","1",""
"58918","","Separable Lean","","N","63.4","1",""
"58919","","Skin and separable fat","","Y","20.6","1",""
"58920","","Total gram weight","","N","113.0","1",""
"58921","","Edible portion","","N","77.3","1",""
"58922","","Bone and cartilage","","Y","12.6","1",""
"58923","","Handling loss","","N","2.4","1",""
"58924","","Separable Lean","","N","77.3","1",""
"58925","","Skin and separable fat","","Y","17.5","1",""
"58926","","Total gram weight","","N","125.0","1",""
"58927","","Edible portion","","N","89.7","1",""
"58928","","Bone and cartilage","","Y","15.9","1",""
"58929","","Separable Lean","","N","89.7","1",""
"58930","","Handling loss","","N","1.5","1",""
"58931","","Skin and separable fat","","Y","39.4","1",""
"58932","","Total gram weight","","N","202.0","1",""
"58933","","Edible portion","","N","121.0","1",""
"58934","","Bone and cartilage","","Y","38.1","1",""
"58935","","Separable Lean","","N","121.0","1",""
"58936","","Handling loss","","N","3.6","1",""
"58937","","Skin and separable fat","","Y","22.8","1",""
"58938","","Total gram weight","","N","140.0","1",""
"58939","","Edible portion","","N","96.1","1",""
"58940","","Bone and cartilage","","Y","17.5","1",""
"58941","","Separable Lean","","N","96.1","1",""
"58942","","Handling loss","","N","3.6","1",""
"58943","","Skin and separable fat","","Y","17.1","1",""
"58944","","Total gram weight","","N","113.0","1",""
"58945","","Edible portion","","N","80.8","1",""
"58946","","Bone and cartilage","","Y","13.3","1",""
"58947","","Separable Lean","","N","80.8","1",""
"58948","","Handling loss","","N","1.8","1",""
"58949","","Skin and separable fat","","Y","31.8","1",""
"58950","","Total gram weight","","N","148.0","1",""
"58951","","Edible portion","","N","91.0","1",""
"58952","","Bone and cartilage","","Y","22.6","1",""
"58953","","Separable Lean","","N","91.0","1",""
"58954","","Handling loss","","N","2.6","1",""
"58955","","Skin and separable fat","","Y","35.5","1",""
"58956","","Total gram weight","","N","170.0","1",""
"58957","","Edible portion","","N","102.0","1",""
"58958","","Bone and cartilage","","Y","29.0","1",""
"58959","","Separable Lean","","N","102.0","1",""
"58960","","Handling loss","","N","3.1","1",""
"58961","","Skin and separable fat","","Y","34.4","1",""
"58962","","Total gram weight","","N","199.0","1",""
"58963","","Edible portion","","N","144.0","1",""
"58964","","Bone and cartilage","","Y","18.6","1",""
"58965","","Separable Lean","","N","144.0","1",""
"58966","","Handling loss","","N","2.2","1",""
"58967","","Skin and separable fat","","Y","10.5","1",""
"58968","","Total gram weight","","N","117.0","1",""
"58969","","Edible portion","","N","84.8","1",""
"58970","","Bone and cartilage","","Y","19.7","1",""
"58971","","Separable Lean","","N","84.8","1",""
"58972","","Handling loss","","N","2.1","1",""
"58973","","Skin and separable fat","","Y","43.1","1",""
"58974","","Total gram weight","","N","220.0","1",""
"58975","","Edible portion","","N","141.0","1",""
"58976","","Bone and cartilage","","Y","32.4","1",""
"58977","","Separable Lean","","N","141.0","1",""
"58978","","Handling loss","","N","3.9","1",""
"58979","","Skin and separable fat","","Y","18.5","1",""
"58980","","Total gram weight","","N","99.0","1",""
"58981","","Edible portion","","N","62.7","1",""
"58982","","Bone and cartilage","","Y","16.9","1",""
"58983","","Separable Lean","","N","62.7","1",""
"58984","","Handling loss","","N","0.9","1",""
"58985","","Handling loss","","N","6.1","1",""
"58986","","Skin and separable fat","","Y","12.7","1",""
"58987","","Bone and cartilage","","Y","49.4","1",""
"58988","","Edible portion","","N","74.5","1",""
"58989","","Total gram weight","","N","143.0","1",""
"58990","","Separable Lean","","N","74.5","1",""
"58991","","Handling loss","","N","5.1","1",""
"58992","","Skin and separable fat","","Y","17.4","1",""
"58993","","Bone and cartilage","","Y","57.0","1",""
"58994","","Edible portion","","N","73.4","1",""
"58995","","Total gram weight","","N","153.0","1",""
"58996","","Separable Lean","","N","73.4","1",""
"58997","","Handling loss","","N","2.9","1",""
"58998","","Skin and separable fat","","Y","15.1","1",""
"58999","","Bone and cartilage","","Y","63.1","1",""
"59000","","Edible portion","","N","107.0","1",""
"59001","","Total gram weight","","N","188.0","1",""
"59002","","Separable Lean","","N","107.0","1",""
"59003","","Handling loss","","N","6.5","1",""
"59004","","Skin and separable fat","","Y","12.2","1",""
"59005","","Bone and cartilage","","Y","53.1","1",""
"59006","","Edible portion","","N","81.7","1",""
"59007","","Total gram weight","","N","154.0","1",""
"59008","","Separable Lean","","N","81.7","1",""
"59009","","Handling loss","","N","2.0","1",""
"59010","","Skin and separable fat","","Y","10.1","1",""
"59011","","Bone and cartilage","","Y","41.1","1",""
"59012","","Edible portion","","N","62.2","1",""
"59013","","Total gram weight","","N","115.0","1",""
"59014","","Separable Lean","","N","62.2","1",""
"59015","","Handling loss","","N","4.8","1",""
"59016","","Skin and separable fat","","Y","11.0","1",""
"59017","","Bone and cartilage","","Y","45.3","1",""
"59018","","Edible portion","","N","88.7","1",""
"59019","","Total gram weight","","N","150.0","1",""
"59020","","Separable Lean","","N","88.7","1",""
"59021","","Handling loss","","N","7.3","1",""
"59022","","Skin and separable fat","","Y","16.6","1",""
"59023","","Bone and cartilage","","Y","49.2","1",""
"59024","","Edible portion","","N","87.2","1",""
"59025","","Total gram weight","","N","160.0","1",""
"59026","","Separable Lean","","N","87.2","1",""
"59027","","Handling loss","","N","4.5","1",""
"59028","","Skin and separable fat","","Y","10.3","1",""
"59029","","Bone and cartilage","","Y","37.0","1",""
"59030","","Edible portion","","N","63.0","1",""
"59031","","Total gram weight","","N","115.0","1",""
"59032","","Separable Lean","","N","63.0","1",""
"59033","","Handling loss","","N","0.7","1",""
"59034","","Skin and separable fat","","Y","6.9","1",""
"59035","","Bone and cartilage","","Y","30.3","1",""
"59036","","Edible portion","","N","48.2","1",""
"59037","","Total gram weight","","N","86.1","1",""
"59038","","Separable Lean","","N","48.2","1",""
"59039","","Handling loss","","N","3.6","1",""
"59040","","Skin and separable fat","","Y","17.3","1",""
"59041","","Bone and cartilage","","Y","56.0","1",""
"59042","","Edible portion","","N","86.5","1",""
"59043","","Total gram weight","","N","163.0","1",""
"59044","","Separable Lean","","N","86.5","1",""
"59045","","Total gram weight","","N","137.0","1",""
"59046","","Edible portion","","N","78.9","1",""
"59047","","Bone and cartilage","","Y","44.7","1",""
"59048","","Separable Lean","","N","78.9","1",""
"59049","","Handling loss","","N","2.4","1",""
"59050","","Skin and separable fat","","Y","10.6","1",""
"59051","","Total gram weight","","N","114.0","1",""
"59052","","Edible portion","","N","62.6","1",""
"59053","","Bone and cartilage","","Y","42.0","1",""
"59054","","Separable Lean","","N","62.6","1",""
"59055","","Handling loss","","N","1.7","1",""
"59056","","Skin and separable fat","","Y","8.2","1",""
"59057","","Total gram weight","","N","122.0","1",""
"59058","","Edible portion","","N","72.2","1",""
"59059","","Bone and cartilage","","Y","38.4","1",""
"59060","","Separable Lean","","N","72.2","1",""
"59061","","Handling loss","","N","1.7","1",""
"59062","","Skin and separable fat","","Y","9.5","1",""
"59063","","Total gram weight","","N","99.2","1",""
"59064","","Edible portion","","N","54.8","1",""
"59065","","Bone and cartilage","","Y","34.8","1",""
"59066","","Separable Lean","","N","54.8","1",""
"59067","","Handling loss","","N","2.7","1",""
"59068","","Skin and separable fat","","Y","6.9","1",""
"59069","","Total gram weight","","N","149.0","1",""
"59070","","Bone and cartilage","","Y","55.2","1",""
"59071","","Separable Lean","","N","80.7","1",""
"59072","","Handling loss","","N","2.0","1",""
"59073","","Edible portion","","N","80.7","1",""
"59074","","Skin and separable fat","","Y","11.0","1",""
"59075","","Total gram weight","","N","128.0","1",""
"59076","","Edible portion","","N","64.0","1",""
"59077","","Bone and cartilage","","Y","52.4","1",""
"59078","","Separable Lean","","N","64.0","1",""
"59079","","Handling loss","","N","2.2","1",""
"59080","","Skin and separable fat","","Y","9.3","1",""
"59081","","Total gram weight","","N","139.0","1",""
"59082","","Edible portion","","N","75.4","1",""
"59083","","Bone and cartilage","","Y","49.2","1",""
"59084","","Separable Lean","","N","75.4","1",""
"59085","","Handling loss","","N","2.4","1",""
"59086","","Skin and separable fat","","Y","12.2","1",""
"59087","","Total gram weight","","N","179.0","1",""
"59088","","Edible portion","","N","105.0","1",""
"59089","","Bone and cartilage","","Y","56.5","1",""
"59090","","Separable Lean","","N","105.0","1",""
"59091","","Handling loss","","N","2.8","1",""
"59092","","Skin and separable fat","","Y","14.7","1",""
"59093","","Total gram weight","","N","113.0","1",""
"59094","","Edible portion","","N","60.6","1",""
"59095","","Bone and cartilage","","Y","43.0","1",""
"59096","","Separable Lean","","N","60.6","1",""
"59097","","Handling loss","","N","1.0","1",""
"59098","","Skin and separable fat","","Y","8.7","1",""
"59099","","Total gram weight","","N","106.0","1",""
"59100","","Edible portion","","N","57.3","1",""
"59101","","Bone and cartilage","","Y","39.3","1",""
"59102","","Separable Lean","","N","57.3","1",""
"59103","","Handling loss","","N","1.4","1",""
"59104","","Skin and separable fat","","Y","7.8","1",""
"59105","","Bone and cartilage","32.4","Y","33.7","60","2010"
"59106","","Total gram weight","100.0","N","104.0","60","2010"
"59107","","Separable Lean","57.9","N","60.2","60","2010"
"59108","","Handling loss","1.5","N","1.5","60","2010"
"59109","","Edible portion","57.9","N","60.2","60","2010"
"59110","","Skin and separable fat","8.7","Y","9.0","60","2010"
"59111","","Bone and connective tissue","6.9","Y","16.9","5",""
"59112","","External fat","5.3","Y","12.9","5",""
"59113","","Handling loss","0.8","N","1.9","5",""
"59114","","Seam fat","1.5","Y","3.7","5",""
"59115","","Separable Lean","85.6","N","210.0","5",""
"59116","","Total gram weight","","N","245.0","5",""
"59117","","Connective tissue","7.0","Y","18.7","6",""
"59118","","External fat","7.0","Y","18.8","6",""
"59119","","Handling loss","0.7","N","1.8","6",""
"59120","","Lip fat","2.7","Y","7.3","6",""
"59121","","Lip lean","2.2","N","5.9","6",""
"59122","","Seam fat","3.6","Y","9.6","6",""
"59123","","Separable Lean","76.8","N","205.0","6",""
"59124","","Total gram weight","","N","267.0","6",""
"59125","","Seam fat","2.6","Y","6.7","5",""
"59126","","Separable Lean","82.3","N","212.0","5",""
"59127","","Total gram weight","","N","258.0","5",""
"59128","","Bone and connective tissue","9.0","Y","23.1","5",""
"59129","","External fat","5.0","Y","12.9","5",""
"59130","","Handling loss","1.1","N","2.8","5",""
"59131","","Bone and connective tissue","9.1","Y","19.5","6",""
"59132","","External fat","4.1","Y","8.8","6",""
"59133","","Handling loss","0.0","N","0.1","6",""
"59134","","Seam fat","0.4","Y","0.8","6",""
"59135","","Separable Lean","86.4","N","185.0","6",""
"59136","","Total gram weight","","N","214.0","6",""
"59137","","Bone and connective tissue","8.8","Y","17.8","6",""
"59138","","External fat","1.1","Y","2.3","6",""
"59139","","Handling loss","0.9","N","1.8","6",""
"59140","","Seam fat","1.8","Y","3.7","6",""
"59141","","Separable Lean","87.4","N","177.0","6",""
"59142","","Total gram weight","","N","203.0","6",""
"59143","","Bone and connective tissue","8.5","Y","22.7","6",""
"59144","","External fat","1.3","Y","3.4","6",""
"59145","","Handling loss","0.8","N","2.2","6",""
"59146","","Seam fat","2.6","Y","6.9","6",""
"59147","","Separable Lean","86.9","N","233.0","6",""
"59148","","Total gram weight","","N","268.0","6",""
"59149","","Bone and connective tissue","12.9","Y","42.9","5",""
"59150","","External fat","3.9","Y","13.0","5",""
"59151","","Handling loss","1.3","N","4.2","5",""
"59152","","Seam fat","2.8","Y","9.3","5",""
"59153","","Separable Lean","79.1","N","263.0","5",""
"59154","","Total gram weight","","N","332.0","5",""
"59155","","Bone and connective tissue","5.8","Y","18.9","4",""
"59156","","External fat","2.7","Y","8.9","4",""
"59157","","Handling loss","0.4","N","1.3","4",""
"59158","","Seam fat","3.7","Y","12.0","4",""
"59159","","Separable Lean","87.4","N","286.0","4",""
"59160","","Total gram weight","","N","328.0","4",""
"59161","","Bone and connective tissue","6.6","Y","18.3","5",""
"59162","","External fat","5.3","Y","14.7","5",""
"59163","","Handling loss","0.7","N","1.8","5",""
"59164","","Seam fat","0.0","Y","0.0","5",""
"59165","","Separable Lean","87.4","N","241.0","5",""
"59166","","Total gram weight","","N","276.0","5",""
"59167","","Bone and connective tissue","7.2","Y","16.9","5",""
"59168","","External fat","4.0","Y","9.5","5",""
"59169","","Handling loss","1.1","N","2.5","5",""
"59170","","Seam fat","0.9","Y","2.2","5",""
"59171","","Separable Lean","86.8","N","204.0","5",""
"59172","","Total gram weight","","N","235.0","5",""
"59173","","Bone and connective tissue","10.9","Y","24.2","6",""
"59174","","External fat","0.7","Y","1.6","6",""
"59175","","Handling loss","0.7","N","1.5","6",""
"59176","","Seam fat","4.6","Y","10.1","6",""
"59177","","Separable Lean","86.4","N","191.0","6",""
"59178","","Total gram weight","","N","221.0","6",""
"59179","","Bone and connective tissue","8.2","Y","22.9","6",""
"59180","","External fat","3.4","Y","9.4","6",""
"59181","","Handling loss","1.7","N","4.7","6",""
"59182","","Seam fat","1.7","Y","4.7","6",""
"59183","","Total gram weight","","N","279.0","6",""
"59184","","Separable Lean","86.5","N","242.0","6",""
"59185","","Seam fat","3.4","Y","8.6","6",""
"59186","","Separable Lean","78.6","N","196.0","6",""
"59187","","Total gram weight","","N","250.0","6",""
"59188","","Bone and connective tissue","8.2","Y","20.6","6",""
"59189","","External fat","8.9","Y","22.3","6",""
"59190","","Handling loss","0.8","N","1.9","6",""
"59191","","Connective tissue","200.0","Y","24.8","5",""
"59192","","Seam fat","1.3","Y","3.5","5",""
"59193","","Separable Lean","75.6","N","205.0","5",""
"59194","","Total gram weight","","N","271.0","5",""
"59195","","Connective tissue","7.4","Y","21.1","6",""
"59196","","External fat","8.7","Y","24.9","6",""
"59197","","Handling loss","0.8","N","2.4","6",""
"59198","","Lip fat","4.3","Y","12.4","6",""
"59199","","Lip lean","2.3","N","6.6","6",""
"59200","","Seam fat","2.3","Y","6.5","6",""
"59201","","Separable Lean","74.1","N","212.0","6",""
"59202","","Total gram weight","","N","285.0","6",""
"59203","","Connective tissue","6.3","Y","14.1","5",""
"59204","","External fat","4.7","Y","10.5","5",""
"59205","","Handling loss","1.0","N","2.3","5",""
"59206","","Lip fat","3.4","Y","7.5","5",""
"59207","","Lip lean","2.8","N","6.2","5",""
"59208","","Seam fat","3.3","Y","7.3","5",""
"59209","","Separable Lean","78.4","N","175.0","5",""
"59210","","Total gram weight","","N","223.0","5",""
"59211","","Connective tissue","6.9","Y","19.6","6",""
"59212","","External fat","4.0","Y","11.5","6",""
"59213","","Handling loss","0.9","N","2.5","6",""
"59214","","Lip fat","4.5","Y","12.9","6",""
"59215","","Lip lean","2.5","N","7.1","6",""
"59216","","Seam fat","2.6","Y","7.3","6",""
"59217","","Separable Lean","78.6","N","224.0","6",""
"59218","","Total gram weight","","N","285.0","6",""
"59219","","Connective tissue","7.2","Y","25.1","5",""
"59220","","External fat","8.9","Y","31.1","5",""
"59221","","Handling loss","0.5","N","1.6","5",""
"59222","","Lip fat","0.6","Y","2.2","5",""
